female,male,local,USA,SA,EU,MEA,ASIA,businessmen,tourists,DR,agency,AC,u20,f20to35,f35to55,m55,price,LoS,occupancy
24.67,75.33,57.75,10.25,3.17,20.67,2.75,5.50,82.17,17.83,70.83,21.25,7.92,2.42,28.08,49.92,19.58,162.00,1.72,73.83
